Date,Open,High,Low,Last,Change,Settle,Volume,Previous Day Open Interest,Return,Lagged_Return
2014-04-09,9823.0,9835.0,9793.0,9830.0,12.0,9830.0,119869.0,181046.0,-0.1219264377159135,1.4639175257731951
2014-04-10,9809.0,9872.0,9794.0,9870.0,30.0,9860.0,158430.0,173627.0,0.3051881993896277,-0.1219264377159135
2014-04-11,9860.0,9873.0,9819.0,9848.0,12.0,9848.0,126425.0,169870.0,-0.12170385395537942,0.3051881993896277
2014-04-14,9845.0,9864.0,9806.0,9833.0,13.0,9835.0,90891.0,168516.0,-0.1320064987814784,-0.12170385395537942
2014-04-15,9821.0,9856.0,9808.0,9824.0,11.0,9824.0,135758.0,168023.0,-0.11184544992374201,-0.1320064987814784
2014-04-16,9821.0,9826.0,9772.0,9778.0,42.0,9782.0,95837.0,163931.0,-0.4275244299674297,-0.11184544992374201
2014-04-17,9784.0,9821.0,9762.0,9769.0,13.0,9769.0,91327.0,166084.0,-0.13289715804538638,-0.4275244299674297
2014-04-21,9766.0,9770.0,9739.0,9746.0,23.0,9746.0,42260.0,162138.0,-0.2354386324086355,-0.13289715804538638
2014-04-23,9749.0,9790.0,9740.0,9767.0,21.0,9767.0,93434.0,164789.0,0.21547301457007784,-0.2354386324086355
2014-04-24,9757.0,9799.0,9744.0,9775.0,8.0,9775.0,131763.0,162505.0,0.08190846728781676,0.21547301457007784
2014-04-25,9779.0,9811.0,9758.0,9795.0,20.0,9795.0,99152.0,163327.0,0.2046035805626678,0.08190846728781676
2014-04-28,9794.0,9803.0,9745.0,9766.0,29.0,9766.0,112672.0,163621.0,-0.29606942317509377,0.2046035805626678
2014-04-29,9758.0,9761.0,9732.0,9752.0,14.0,9752.0,70590.0,166754.0,-0.14335449518738663,-0.29606942317509377
2014-04-30,9745.0,9804.0,9743.0,9792.0,43.0,9795.0,130202.0,167682.0,0.4409351927809668,-0.14335449518738663
2014-05-01,9785.0,9794.0,9768.0,9777.0,18.0,9777.0,57029.0,167813.0,-0.1837672281776448,0.4409351927809668
2014-05-02,9774.0,9794.0,9687.0,9784.0,7.0,9784.0,179094.0,166504.0,0.07159660427533687,-0.1837672281776448
2014-05-05,9783.0,9819.0,9782.0,9795.0,11.0,9795.0,64204.0,170088.0,0.11242845461978401,0.07159660427533687
2014-05-06,9792.0,9856.0,9788.0,9851.0,53.0,9848.0,113622.0,168016.0,0.5410923940786017,0.11242845461978401
2014-05-07,9834.0,9861.0,9806.0,9827.0,21.0,9827.0,139227.0,165664.0,-0.21324126726238735,0.5410923940786017
2014-05-08,9817.0,9858.0,9810.0,9853.0,29.0,9856.0,118076.0,160214.0,0.2951053220718425,-0.21324126726238735
2014-05-09,9841.0,9850.0,9820.0,9826.0,30.0,9826.0,82185.0,161695.0,-0.30438311688312236,0.2951053220718425
2014-05-12,9821.0,9824.0,9788.0,9791.0,36.0,9790.0,81025.0,158161.0,-0.36637492367188607,-0.30438311688312236
2014-05-13,9791.0,9800.0,9771.0,9777.0,13.0,9777.0,93645.0,161408.0,-0.13278855975484838,-0.36637492367188607
2014-05-14,9780.0,9833.0,9778.0,9827.0,50.0,9827.0,102270.0,162783.0,0.5114043162524284,-0.13278855975484838
2014-05-15,9820.0,9875.0,9794.0,9851.0,24.0,9851.0,186863.0,161393.0,0.2442250941284252,0.5114043162524284
2014-05-16,9848.0,9868.0,9837.0,9853.0,2.0,9853.0,100243.0,163967.0,0.02030250735964856,0.2442250941284252
2014-05-19,9854.0,9893.0,9845.0,9872.0,19.0,9872.0,113846.0,158692.0,0.19283466964377105,0.02030250735964856
2014-05-20,9856.0,9885.0,9844.0,9876.0,4.0,9876.0,92771.0,161475.0,0.04051863857374993,0.19283466964377105
2014-05-21,9873.0,9920.0,9840.0,9858.0,13.0,9863.0,143417.0,162327.0,-0.13163223977318284,0.04051863857374993
2014-05-22,9862.0,9867.0,9823.0,9824.0,39.0,9824.0,101259.0,159570.0,-0.3954172158572411,-0.13163223977318284
2014-05-23,9830.0,9844.0,9804.0,9807.0,17.0,9807.0,84337.0,158723.0,-0.1730456026058591,-0.3954172158572411
2014-05-27,9807.0,9831.0,9787.0,9808.0,1.0,9808.0,111352.0,157044.0,0.01019679820535302,-0.1730456026058591
2014-05-28,9804.0,9840.0,9801.0,9830.0,11.0,9819.0,90919.0,158683.0,0.11215334420879852,0.01019679820535302
2014-05-29,9823.0,9860.0,9820.0,9830.0,11.0,9830.0,110797.0,156452.0,0.11202770139524532,0.11215334420879852
2014-05-30,9829.0,9854.0,9819.0,9834.0,4.0,9834.0,97113.0,159205.0,0.04069175991860963,0.11202770139524532
2014-06-02,9823.0,9828.0,9757.0,9760.0,74.0,9760.0,148642.0,156730.0,-0.7524913565182034,0.04069175991860963
2014-06-03,9767.0,9779.0,9751.0,9760.0,4.0,9756.0,93424.0,165771.0,-0.04098360655737654,-0.7524913565182034
2014-06-04,9753.0,9762.0,9728.0,9737.0,19.0,9737.0,102943.0,164644.0,-0.1947519475194781,-0.04098360655737654
2014-06-05,9734.0,9772.0,9734.0,9765.0,24.0,9761.0,145611.0,172829.0,0.24648248947314322,-0.1947519475194781
2014-06-06,9765.0,9793.0,9745.0,9751.0,8.0,9753.0,125908.0,168940.0,-0.08195881569511565,0.24648248947314322
2014-06-10,9753.0,9784.0,9749.0,9770.0,17.0,9770.0,134792.0,146345.0,0.17430534194606828,-0.08195881569511565
2014-06-11,9771.0,9817.0,9766.0,9802.0,32.0,9802.0,161799.0,131434.0,0.32753326509724623,0.17430534194606828
2014-06-12,9804.0,9842.0,9790.0,9837.0,35.0,9837.0,146785.0,101810.0,0.3570699857172066,0.32753326509724623
2014-06-13,9830.0,9836.0,9791.0,9803.0,34.0,9803.0,46084.0,80749.0,-0.3456338314526741,0.3570699857172066
2014-06-16,9806.0,9837.0,9806.0,9825.0,17.0,9825.0,73669.0,145340.0,0.22442109558298284,-0.3456338314526741
2014-06-17,9828.0,9828.0,9785.0,9791.0,32.0,9793.0,90947.0,145101.0,-0.32569974554707004,0.22442109558298284
2014-06-18,9793.0,9820.0,9762.0,9798.0,5.0,9798.0,108047.0,152665.0,0.05105687736137732,-0.32569974554707004
2014-06-19,9817.0,9834.0,9809.0,9816.0,18.0,9816.0,84593.0,150137.0,0.1837109614206911,0.05105687736137732
2014-06-20,9814.0,9826.0,9790.0,9799.0,17.0,9799.0,75343.0,151798.0,-0.17318663406682422,0.1837109614206911
2014-06-23,9802.0,9827.0,9796.0,9818.0,19.0,9818.0,75614.0,152743.0,0.19389733646291152,-0.17318663406682422
2014-06-24,9816.0,9827.0,9792.0,9812.0,6.0,9812.0,94630.0,149781.0,-0.06111224281931671,0.19389733646291152
2014-06-25,9813.0,9956.0,9811.0,9822.0,10.0,9822.0,128642.0,147855.0,0.10191602119853371,-0.06111224281931671
2014-06-26,9823.0,9859.0,9822.0,9840.0,18.0,9840.0,107608.0,152105.0,0.18326206475258733,0.10191602119853371
2014-06-27,9838.0,9875.0,9824.0,9872.0,29.0,9869.0,101718.0,155177.0,0.29471544715446996,0.18326206475258733
2014-06-30,9864.0,9883.0,9860.0,9880.0,11.0,9880.0,80518.0,155515.0,0.11146012767251356,0.29471544715446996
2014-07-01,9875.0,9879.0,9848.0,9856.0,24.0,9856.0,85065.0,159477.0,-0.24291497975708065,0.11146012767251356
2014-07-02,9853.0,9866.0,9823.0,9825.0,31.0,9825.0,93153.0,155665.0,-0.31452922077922496,-0.24291497975708065
2014-07-03,9830.0,9831.0,9768.0,9788.0,37.0,9788.0,117839.0,153496.0,-0.3765903307888063,-0.31452922077922496
2014-07-07,9805.0,9829.0,9787.0,9822.0,34.0,9822.0,78898.0,157917.0,0.34736411932978495,-0.3765903307888063
2014-07-08,9821.0,9858.0,9819.0,9854.0,32.0,9854.0,85978.0,153014.0,0.32579922622684165,0.34736411932978495
2014-07-09,9851.0,9862.0,9819.0,9851.0,3.0,9851.0,84738.0,156805.0,-0.030444489547387654,0.32579922622684165
2014-07-10,9842.0,9899.0,9842.0,9887.0,28.0,9879.0,131889.0,154096.0,0.28423510303523525,-0.030444489547387654
2014-07-11,9874.0,9884.0,9867.0,9873.0,6.0,9873.0,66286.0,162074.0,-0.0607348921955686,0.28423510303523525
2014-07-14,9873.0,9873.0,9843.0,9845.0,25.0,9848.0,67748.0,162338.0,-0.25321584118302987,-0.0607348921955686
2014-07-15,9852.0,9862.0,9828.0,9836.0,12.0,9836.0,107873.0,156032.0,-0.12185215272136896,-0.25321584118302987
2014-07-17,9839.0,9882.0,9838.0,9876.0,40.0,9876.0,116307.0,154065.0,0.4066693777958541,-0.12185215272136896
2014-07-18,9889.0,9896.0,9861.0,9870.0,6.0,9870.0,97348.0,162296.0,-0.060753341433783525,0.4066693777958541
2014-07-21,9871.0,9887.0,9865.0,9868.0,2.0,9868.0,57437.0,162835.0,-0.020263424518740525,-0.060753341433783525
2014-07-22,9865.0,9873.0,9846.0,9861.0,7.0,9861.0,104424.0,163767.0,-0.07093635995135683,-0.020263424518740525
2014-07-23,9859.0,9873.0,9850.0,9851.0,10.0,9851.0,71241.0,160644.0,-0.10140959334753452,-0.07093635995135683
2014-07-24,9852.0,9864.0,9821.0,9823.0,28.0,9823.0,112949.0,161501.0,-0.28423510303522415,-0.10140959334753452
2014-07-25,9824.0,9835.0,9812.0,9826.0,3.0,9826.0,92845.0,165179.0,0.03054056805456007,-0.28423510303522415
2014-07-28,9826.0,9832.0,9816.0,9819.0,7.0,9819.0,53474.0,164390.0,-0.07123956849175439,0.03054056805456007
2014-07-29,9821.0,9824.0,9791.0,9794.0,25.0,9794.0,105956.0,163318.0,-0.2546084122619363,-0.07123956849175439
2014-07-30,9794.0,9803.0,9702.0,9740.0,71.0,9723.0,172333.0,170162.0,-0.7249336328364331,-0.2546084122619363
2014-07-31,9729.0,9737.0,9710.0,9724.0,1.0,9724.0,146696.0,182447.0,0.010284891494394266,-0.7249336328364331
2014-08-01,9729.0,9774.0,9707.0,9740.0,29.0,9753.0,184168.0,190655.0,0.2982311805841187,0.010284891494394266
2014-08-04,9749.0,9767.0,9736.0,9754.0,1.0,9754.0,80611.0,187830.0,0.010253255408598783,0.2982311805841187
2014-08-05,9752.0,9762.0,9717.0,9754.0,2.0,9752.0,126901.0,190285.0,-0.020504408447818978,0.010253255408598783
2014-08-06,9748.0,9828.0,9745.0,9803.0,51.0,9803.0,177792.0,190265.0,0.5229696472518475,-0.020504408447818978
2014-08-07,9795.0,9807.0,9762.0,9802.0,1.0,9802.0,118449.0,186615.0,-0.010200958890138612,0.5229696472518475
2014-08-11,9796.0,9804.0,9784.0,9788.0,14.0,9788.0,73585.0,188651.0,-0.14282799428687598,-0.010200958890138612
2014-08-12,9787.0,9797.0,9771.0,9786.0,2.0,9786.0,80038.0,188663.0,-0.02043318348998735,-0.14282799428687598
2014-08-13,9780.0,9784.0,9754.0,9762.0,24.0,9762.0,95898.0,189394.0,-0.24524831391784518,-0.02043318348998735
2014-08-14,9765.0,9776.0,9742.0,9761.0,1.0,9761.0,80661.0,191075.0,-0.010243802499487753,-0.24524831391784518
2014-08-15,9758.0,9792.0,9737.0,9774.0,13.0,9774.0,153694.0,190456.0,0.13318307550456154,-0.010243802499487753
2014-08-18,9771.0,9782.0,9748.0,9749.0,25.0,9749.0,66105.0,189387.0,-0.2557806425209752,0.13318307550456154
2014-08-19,9750.0,9756.0,9717.0,9718.0,31.0,9718.0,76702.0,193705.0,-0.3179813314186042,-0.2557806425209752
2014-08-20,9716.0,9719.0,9631.0,9644.0,74.0,9644.0,142837.0,198979.0,-0.7614735542292639,-0.3179813314186042
2014-08-21,9643.0,9654.0,9621.0,9636.0,8.0,9636.0,102896.0,203453.0,-0.08295313148071193,-0.7614735542292639
2014-08-22,9631.0,9663.0,9599.0,9623.0,13.0,9623.0,147217.0,206595.0,-0.13491075134910435,-0.08295313148071193
2014-08-25,9606.0,9629.0,9593.0,9618.0,5.0,9618.0,69841.0,206002.0,-0.05195884859191535,-0.13491075134910435
2014-08-26,9613.0,9640.0,9600.0,9608.0,10.0,9608.0,90752.0,208378.0,-0.10397171969224184,-0.05195884859191535
2014-08-27,9609.0,9636.0,9601.0,9618.0,20.0,9628.0,80408.0,211557.0,0.20815986677769072,-0.10397171969224184
2014-08-28,9626.0,9657.0,9621.0,9647.0,19.0,9647.0,105702.0,211399.0,0.19734108849189802,0.20815986677769072
2014-08-29,9642.0,9648.0,9605.0,9606.0,41.0,9606.0,98514.0,217392.0,-0.4250025914792177,0.19734108849189802
2014-09-02,9602.0,9606.0,9505.0,9513.0,93.0,9513.0,178749.0,218417.0,-0.9681449094316008,-0.4250025914792177
2014-09-03,9518.0,9548.0,9496.0,9539.0,26.0,9539.0,137556.0,219926.0,0.2733102070850313,-0.9681449094316008
2014-09-04,9538.0,9546.0,9491.0,9503.0,36.0,9503.0,158155.0,215190.0,-0.3773980501100782,0.2733102070850313
2014-09-05,9497.0,9553.0,9461.0,9518.0,15.0,9518.0,177594.0,210756.0,0.15784489108703337,-0.3773980501100782
2014-09-08,9513.0,9524.0,9426.0,9445.0,73.0,9445.0,183495.0,203296.0,-0.7669678503887334,0.15784489108703337
2014-09-09,9438.0,9440.0,9392.0,9405.0,40.0,9405.0,227094.0,181185.0,-0.42350449973530546,-0.7669678503887334
2014-09-10,9416.0,9431.0,9356.0,9361.0,44.0,9361.0,226958.0,147575.0,-0.4678362573099393,-0.42350449973530546
2014-09-11,9361.0,9377.0,9329.0,9341.0,20.0,9341.0,229866.0,115941.0,-0.2136523875654328,-0.4678362573099393
2014-09-12,9342.0,9344.0,9311.0,9318.0,23.0,9318.0,31736.0,87967.0,-0.24622631409912943,-0.2136523875654328
2014-09-15,9326.0,9351.0,9320.0,9335.0,11.0,9335.0,86054.0,202747.0,0.18244258424555682,-0.24622631409912943
2014-09-16,9335.0,9369.0,9323.0,9338.0,3.0,9338.0,137460.0,207386.0,0.03213711837171118,0.18244258424555682
2014-09-17,9339.0,9343.0,9232.0,9270.0,72.0,9266.0,190954.0,207745.0,-0.7710430499036192,0.03213711837171118
2014-09-18,9228.0,9234.0,9185.0,9202.0,64.0,9202.0,165267.0,210151.0,-0.6906971724584543,-0.7710430499036192
2014-09-19,9200.0,9217.0,9143.0,9192.0,16.0,9186.0,198677.0,214327.0,-0.17387524451206726,-0.6906971724584543
2014-09-22,9176.0,9211.0,9165.0,9179.0,10.0,9196.0,122592.0,218266.0,0.10886131069018923,-0.17387524451206726
2014-09-23,9195.0,9245.0,9182.0,9189.0,9.0,9187.0,132602.0,215195.0,-0.0978686385384897,0.10886131069018923
2014-09-24,9191.0,9227.0,9167.0,9182.0,5.0,9182.0,122400.0,220674.0,-0.054424730597579796,-0.0978686385384897
2014-09-25,9175.0,9221.0,9149.0,9175.0,25.0,9207.0,185332.0,226203.0,0.2722718362012655,-0.054424730597579796
2014-09-26,9200.0,9225.0,9130.0,9144.0,58.0,9149.0,173540.0,224527.0,-0.6299554686651443,0.2722718362012655
2014-09-29,9150.0,9168.0,9117.0,9143.0,6.0,9143.0,154588.0,242335.0,-0.06558093780740792,-0.6299554686651443
2014-09-30,9139.0,9163.0,9107.0,9120.0,23.0,9120.0,167413.0,236383.0,-0.25155856939734766,-0.06558093780740792
2014-10-01,9126.0,9190.0,9088.0,9164.0,44.0,9164.0,214979.0,237690.0,0.48245614035087314,-0.25155856939734766
2014-10-02,9181.0,9263.0,9168.0,9221.0,65.0,9229.0,294076.0,232210.0,0.709297250109131,0.48245614035087314
2014-10-03,9233.0,9234.0,9103.0,9133.0,122.0,9107.0,203146.0,228869.0,-1.3219200346733073,0.709297250109131
2014-10-06,9118.0,9208.0,9107.0,9181.0,74.0,9181.0,159708.0,233836.0,0.8125617656747464,-1.3219200346733073
2014-10-07,9203.0,9280.0,9159.0,9249.0,77.0,9258.0,207586.0,222336.0,0.8386885960135038,0.8125617656747464
2014-10-08,9255.0,9285.0,9200.0,9243.0,8.0,9250.0,247665.0,221425.0,-0.08641175199827211,0.8386885960135038
2014-10-09,9251.0,9304.0,9236.0,9278.0,33.0,9283.0,232918.0,219563.0,0.35675675675674867,-0.08641175199827211
2014-10-10,9280.0,9297.0,9251.0,9279.0,4.0,9279.0,168018.0,219839.0,-0.043089518474626054,0.35675675675674867
2014-10-13,9310.0,9378.0,9300.0,9310.0,31.0,9310.0,128155.0,219496.0,0.33408772497036665,-0.043089518474626054
2014-10-14,9354.0,9378.0,9322.0,9352.0,45.0,9355.0,190697.0,210923.0,0.48335123523093326,0.33408772497036665
2014-10-15,9339.0,9510.0,9306.0,9437.0,82.0,9437.0,434841.0,210128.0,0.8765366114377393,0.48335123523093326
2014-10-16,9437.0,9483.0,9397.0,9424.0,13.0,9424.0,308177.0,205377.0,-0.1377556426830573,0.8765366114377393
2014-10-17,9414.0,9426.0,9354.0,9378.0,46.0,9378.0,171153.0,195860.0,-0.48811544991510525,-0.1377556426830573
2014-10-20,9347.0,9369.0,9315.0,9364.0,14.0,9364.0,148784.0,193743.0,-0.14928556195350495,-0.48811544991510525
2014-10-21,9351.0,9416.0,9347.0,9363.0,1.0,9363.0,162494.0,188573.0,-0.010679196924390233,-0.14928556195350495
2014-10-22,9344.0,9369.0,9317.0,9333.0,30.0,9333.0,131154.0,182746.0,-0.3204101249599467,-0.010679196924390233
2014-10-23,9333.0,9340.0,9233.0,9265.0,88.0,9245.0,166705.0,181686.0,-0.9428908175291961,-0.3204101249599467
2014-10-24,9238.0,9281.0,9237.0,9256.0,11.0,9256.0,147958.0,179679.0,0.11898323418064738,-0.9428908175291961
2014-10-27,9241.0,9297.0,9240.0,9290.0,34.0,9290.0,116082.0,179899.0,0.3673292999135658,0.11898323418064738
2014-10-28,9276.0,9289.0,9245.0,9255.0,35.0,9255.0,130159.0,183249.0,-0.3767491926803035,0.3673292999135658
2014-10-29,9251.0,9269.0,9180.0,9196.0,59.0,9196.0,135612.0,181314.0,-0.6374932468935723,-0.3767491926803035
2014-10-30,9191.0,9197.0,9137.0,9149.0,47.0,9149.0,187868.0,183867.0,-0.5110917790343672,-0.6374932468935723
2014-10-31,9154.0,9162.0,8893.0,8895.0,241.0,8908.0,433546.0,191808.0,-2.6341676685976645,-0.5110917790343672
2014-11-03,8874.0,8887.0,8758.0,8785.0,115.0,8793.0,244289.0,208399.0,-1.2909744050291883,-2.6341676685976645
2014-11-04,8788.0,8839.0,8786.0,8807.0,14.0,8807.0,213317.0,208222.0,0.15921755942227556,-1.2909744050291883
2014-11-05,8817.0,8819.0,8710.0,8735.0,87.0,8720.0,235205.0,204309.0,-0.9878505734075116,0.15921755942227556
2014-11-06,8719.0,8770.0,8659.0,8703.0,19.0,8701.0,260236.0,206077.0,-0.21788990825688526,-0.9878505734075116
2014-11-07,8682.0,8755.0,8652.0,8674.0,32.0,8733.0,278618.0,211666.0,0.36777381910124696,-0.21788990825688526
2014-11-10,8735.0,8784.0,8704.0,8704.0,29.0,8704.0,154055.0,208044.0,-0.33207374327264283,0.36777381910124696
2014-11-11,8710.0,8725.0,8613.0,8643.0,61.0,8643.0,206251.0,213548.0,-0.7008272058823484,-0.33207374327264283
2014-11-12,8635.0,8706.0,8628.0,8656.0,13.0,8656.0,209039.0,223177.0,0.15041073701260732,-0.7008272058823484
2014-11-13,8654.0,8674.0,8630.0,8646.0,10.0,8646.0,155739.0,222934.0,-0.11552680221811329,0.15041073701260732
2014-11-14,8638.0,8643.0,8561.0,8605.0,41.0,8605.0,222597.0,226538.0,-0.47420772611612705,-0.11552680221811329
2014-11-17,8580.0,8663.0,8544.0,8587.0,18.0,8587.0,197782.0,228907.0,-0.2091807088901776,-0.47420772611612705
2014-11-18,8574.0,8597.0,8545.0,8556.0,31.0,8556.0,177783.0,229397.0,-0.3610108303249149,-0.2091807088901776
2014-11-19,8553.0,8562.0,8470.0,8485.0,71.0,8485.0,191396.0,233723.0,-0.8298270219728843,-0.3610108303249149
2014-11-20,8465.0,8494.0,8406.0,8475.0,6.0,8479.0,260699.0,239133.0,-0.07071302298172766,-0.8298270219728843
2014-11-21,8459.0,8522.0,8449.0,8491.0,12.0,8491.0,223807.0,242613.0,0.14152612336360004,-0.07071302298172766
2014-11-24,8483.0,8506.0,8440.0,8454.0,37.0,8454.0,94105.0,241848.0,-0.4357555058297047,0.14152612336360004
2014-11-25,8452.0,8498.0,8431.0,8481.0,27.0,8481.0,154069.0,244119.0,0.319375443577008,-0.4357555058297047
2014-11-26,8481.0,8516.0,8480.0,8496.0,15.0,8496.0,112718.0,245890.0,0.17686593562080688,0.319375443577008
2014-11-28,8505.0,8531.0,8420.0,8424.0,72.0,8424.0,164540.0,247173.0,-0.8474576271186418,0.17686593562080688
2014-12-01,8417.0,8486.0,8394.0,8465.0,32.0,8456.0,230855.0,251682.0,0.3798670465337217,-0.8474576271186418
2014-12-02,8450.0,8460.0,8383.0,8386.0,70.0,8386.0,132682.0,246575.0,-0.8278145695364225,0.3798670465337217
2014-12-03,8388.0,8396.0,8343.0,8346.0,40.0,8346.0,142360.0,244906.0,-0.4769854519437122,-0.8278145695364225
2014-12-04,8346.0,8381.0,8316.0,8348.0,2.0,8348.0,201577.0,241485.0,0.023963575365448797,-0.4769854519437122
2014-12-05,8346.0,8355.0,8218.0,8237.0,111.0,8237.0,225118.0,237383.0,-1.3296597987541903,0.023963575365448797
2014-12-08,8212.0,8320.0,8207.0,8300.0,63.0,8300.0,209175.0,232047.0,0.7648415685322263,-1.3296597987541903
2014-12-09,8296.0,8481.0,8265.0,8368.0,68.0,8368.0,442222.0,208906.0,0.8192771084337247,0.7648415685322263
2014-12-10,8364.0,8498.0,8339.0,8469.0,101.0,8469.0,325254.0,169755.0,1.2069789674952203,0.8192771084337247
2014-12-11,8479.0,8515.0,8364.0,8397.0,72.0,8397.0,246883.0,144128.0,-0.8501594048884176,1.2069789674952203
2014-12-12,8415.0,8471.0,8389.0,8421.0,24.0,8421.0,51794.0,119543.0,0.2858163629867905,-0.8501594048884176
2014-12-15,8463.0,8515.0,8407.0,8493.0,74.0,8504.0,276108.0,231338.0,0.9856311601947443,0.2858163629867905
2014-12-16,8498.0,8663.0,8485.0,8539.0,35.0,8539.0,392783.0,239381.0,0.41157102539981505,0.9856311601947443
2014-12-17,8595.0,8597.0,8418.0,8443.0,96.0,8443.0,269534.0,226892.0,-1.1242534254596537,0.41157102539981505
2014-12-18,8423.0,8464.0,8389.0,8422.0,21.0,8422.0,181997.0,232454.0,-0.24872675589245885,-1.1242534254596537
2014-12-19,8415.0,8423.0,8366.0,8373.0,49.0,8373.0,128045.0,226943.0,-0.5818095464260264,-0.24872675589245885
2014-12-22,8372.0,8387.0,8331.0,8342.0,31.0,8342.0,64277.0,223169.0,-0.37023766869700436,-0.5818095464260264
2014-12-23,8333.0,8337.0,8282.0,8289.0,53.0,8289.0,52054.0,222207.0,-0.6353392471829311,-0.37023766869700436
2014-12-24,8289.0,8321.0,8288.0,8308.0,19.0,8308.0,37848.0,223982.0,0.2292194474604825,-0.6353392471829311
2014-12-26,8321.0,8328.0,8307.0,8313.0,5.0,8313.0,21828.0,222833.0,0.06018295618681613,0.2292194474604825
2014-12-29,8314.0,8326.0,8287.0,8289.0,24.0,8289.0,67431.0,221311.0,-0.2887044388307447,0.06018295618681613
2014-12-30,8291.0,8419.0,8291.0,8400.0,82.0,8371.0,128294.0,223648.0,0.9892628785136859,-0.2887044388307447
2014-12-31,8379.0,8391.0,8341.0,8370.0,22.0,8349.0,50390.0,224481.0,-0.26281208935611255,0.9892628785136859
2015-01-02,8352.0,8353.0,8286.0,8310.0,34.0,8315.0,101438.0,222022.0,-0.4072343993292593,-0.26281208935611255
